,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
6606,Tancítaro,Tancitaro,19.3378,-102.363,Mexico,MX,MEX,Michoacán de Ocampo,,31100.0,1484944433
6617,Villanueva,Villanueva,22.3536,-102.8831,Mexico,MX,MEX,Zacatecas,minor,32835.0,1484244113
6619,Champotón,Champoton,19.35,-90.7167,Mexico,MX,MEX,Campeche,minor,30881.0,1484959684
6639,Catemaco,Catemaco,18.4167,-95.1167,Mexico,MX,MEX,Veracruz,minor,27615.0,1484469922
6650,San Salvador El Seco,San Salvador El Seco,19.1333,-97.65,Mexico,MX,MEX,Puebla,,30303.0,1484262709
6658,Ciudad Sabinas Hidalgo,Ciudad Sabinas Hidalgo,26.5,-100.1833,Mexico,MX,MEX,Nuevo León,minor,32047.0,1484159329
6668,Huatabampo,Huatabampo,26.8304,-109.63,Mexico,MX,MEX,Sonora,minor,30426.0,1484335657
6670,Escárcega,Escarcega,18.6067,-90.7344,Mexico,MX,MEX,Campeche,minor,29477.0,1484800970
6676,Cananea,Cananea,30.9819,-110.3006,Mexico,MX,MEX,Sonora,minor,31560.0,1484752107
6704,Ciudad Sahagun,Ciudad Sahagun,19.7714,-98.5803,Mexico,MX,MEX,Hidalgo,,28609.0,1484112463
6732,Rincón de Romos,Rincon de Romos,22.2333,-102.3167,Mexico,MX,MEX,Aguascalientes,minor,27988.0,1484371427
6742,Zumpango del Río,Zumpango del Rio,17.65,-99.5,Mexico,MX,MEX,Guerrero,minor,24719.0,1484750477
6759,Soledad de Doblado,Soledad de Doblado,19.0447,-96.4233,Mexico,MX,MEX,Veracruz,minor,27770.0,1484007805
6772,Otumba,Otumba,19.6969,-98.7547,Mexico,MX,MEX,México,minor,29873.0,1484001484
6788,Álamo,Alamo,20.9167,-97.675,Mexico,MX,MEX,Veracruz,minor,25159.0,1484161565
6800,Cuitzeo del Porvenir,Cuitzeo del Porvenir,19.9686,-101.1394,Mexico,MX,MEX,Michoacán de Ocampo,minor,28227.0,1484718007
6802,Navolato,Navolato,24.7656,-107.7019,Mexico,MX,MEX,Sinaloa,minor,28676.0,1484515879
6807,El Salto,El Salto,23.7823,-105.3585,Mexico,MX,MEX,Durango,minor,24241.0,1484463833
6826,San Fernando,San Fernando,24.8504,-98.16,Mexico,MX,MEX,Tamaulipas,minor,29171.0,1484830415
6830,Contla,Contla,19.3333,-98.1667,Mexico,MX,MEX,Tlaxcala,minor,27610.0,1484059318
6854,Tuxpan,Tuxpan,19.5661,-100.4625,Mexico,MX,MEX,Michoacán de Ocampo,minor,27371.0,1484359180
6876,Xalisco,Xalisco,21.4481,-104.9,Mexico,MX,MEX,Nayarit,minor,21899.0,1484321343
6899,Jamay,Jamay,20.2944,-102.7097,Mexico,MX,MEX,Jalisco,minor,24753.0,1484510036
6912,Los Reyes de Juárez,Los Reyes de Juarez,18.9267,-97.7983,Mexico,MX,MEX,Puebla,minor,27454.0,1484937929
6914,Ojinaga,Ojinaga,29.5644,-104.4164,Mexico,MX,MEX,Chihuahua,minor,28040.0,1484761843
6948,Frontera,Frontera,18.5336,-92.6469,Mexico,MX,MEX,Tabasco,minor,22795.0,1484000527
6958,Nogales,Nogales,18.8167,-97.1667,Mexico,MX,MEX,Veracruz,minor,21113.0,1484829832
6960,Venustiano Carranza,Venustiano Carranza,20.1158,-102.6542,Mexico,MX,MEX,Michoacán de Ocampo,minor,24708.0,1484358550
6968,Ixhuatlancillo,Ixhuatlancillo,18.9,-97.15,Mexico,MX,MEX,Veracruz,minor,24896.0,1484287458
6976,Tulum,Tulum,20.2119,-87.4658,Mexico,MX,MEX,Quintana Roo,minor,18233.0,1484002889
6982,Paracuaro,Paracuaro,19.1464,-102.2194,Mexico,MX,MEX,Michoacán de Ocampo,,26789.0,1484022148
6988,Miahuatlán,Miahuatlan,18.5667,-97.4333,Mexico,MX,MEX,Puebla,minor,25228.0,1484649521
6996,Hunucmá,Hunucma,21.0153,-89.8744,Mexico,MX,MEX,Yucatán,minor,24910.0,1484800428
7008,Rafael Delgado,Rafael Delgado,18.8167,-97.0667,Mexico,MX,MEX,Veracruz,minor,23112.0,1484016423
7033,Tixtla de Guerrero,Tixtla de Guerrero,17.5667,-99.4,Mexico,MX,MEX,Guerrero,minor,21720.0,1484176714
7043,Aldama,Aldama,28.8386,-105.9111,Mexico,MX,MEX,Chihuahua,minor,24761.0,1484197521
7044,Altepexi,Altepexi,18.3676,-97.3004,Mexico,MX,MEX,Puebla,minor,21100.0,1484498863
7052,Ocatlán,Ocatlan,19.3167,-98.2283,Mexico,MX,MEX,Tlaxcala,,22082.0,1484715262
7070,Tantoyuca,Tantoyuca,21.35,-98.2333,Mexico,MX,MEX,Veracruz,minor,23893.0,1484205572
7078,Ciudad Altamirano,Ciudad Altamirano,18.3583,-100.6667,Mexico,MX,MEX,Guerrero,minor,24533.0,1484274706
7082,Magdalena de Kino,Magdalena de Kino,30.6167,-111.05,Mexico,MX,MEX,Sonora,minor,23359.0,1484799240
7096,Cerro Azul,Cerro Azul,21.2,-97.7331,Mexico,MX,MEX,Veracruz,minor,23573.0,1484720981
7102,Xoxocotla,Xoxocotla,18.685,-99.2439,Mexico,MX,MEX,Morelos,,21074.0,1484012470
7114,Chapala,Chapala,20.2933,-103.1897,Mexico,MX,MEX,Jalisco,minor,21596.0,1484011650
7120,Atlatlahucan,Atlatlahucan,18.935,-98.9,Mexico,MX,MEX,Morelos,minor,22079.0,1484784884
7128,Carlos A. Carrillo,Carlos A. Carrillo,18.3667,-95.75,Mexico,MX,MEX,Veracruz,minor,24565.0,1484904757
7129,Meoqui,Meoqui,28.2722,-105.4819,Mexico,MX,MEX,Chihuahua,minor,22574.0,1484867296
7133,Cherán,Cheran,19.6833,-101.95,Mexico,MX,MEX,Michoacán de Ocampo,minor,19081.0,1484573730
7134,Ocampo,Ocampo,21.65,-101.5,Mexico,MX,MEX,Guanajuato,minor,23500.0,1484510581
7144,Cazones de Herrera,Cazones de Herrera,20.7,-97.3,Mexico,MX,MEX,Veracruz,minor,23675.0,1484665627
7164,Oxkutzkab,Oxkutzkab,20.3028,-89.4183,Mexico,MX,MEX,Yucatán,,23096.0,1484480343
7166,Texistepec,Texistepec,17.9,-94.8167,Mexico,MX,MEX,Veracruz,minor,20887.0,1484059063
7169,Malinalco,Malinalco,18.9483,-99.4947,Mexico,MX,MEX,México,minor,22970.0,1484454332
7176,Heroica Ciudad de Tlaxiaco,Heroica Ciudad de Tlaxiaco,17.2077,-97.6798,Mexico,MX,MEX,Oaxaca,minor,21391.0,1484201826
7180,Castaños,Castanos,26.7833,-101.4167,Mexico,MX,MEX,Coahuila de Zaragoza,minor,22401.0,1484472740
7192,Atoyac de Álvarez,Atoyac de Alvarez,17.2,-100.4333,Mexico,MX,MEX,Guerrero,minor,20515.0,1484657833
7197,San Juan Zitlaltepec,San Juan Zitlaltepec,19.7167,-99.05,Mexico,MX,MEX,Morelos,,19600.0,1484882196
7248,Santiago Ixcuintla,Santiago Ixcuintla,21.811,-105.2079,Mexico,MX,MEX,Nayarit,minor,18365.0,1484248235
7257,Chocamán,Chocaman,19.0167,-97.0333,Mexico,MX,MEX,Veracruz,minor,21102.0,1484659925
7261,Tlacolula de Matamoros,Tlacolula de Matamoros,16.9542,-96.4792,Mexico,MX,MEX,Oaxaca,minor,22545.0,1484076523
7267,Tequixquiac,Tequixquiac,19.9097,-99.1417,Mexico,MX,MEX,Morelos,minor,22676.0,1484908675
7275,Reyes Acozac,Reyes Acozac,19.7667,-98.9833,Mexico,MX,MEX,Morelos,,20478.0,1484003541
7278,Degollado,Degollado,20.4667,-102.15,Mexico,MX,MEX,Jalisco,minor,21226.0,1484086425
7289,Chiconcuac,Chiconcuac,19.55,-98.9,Mexico,MX,MEX,México,minor,19656.0,1484345092
7302,Cotija de la Paz,Cotija de la Paz,19.81,-102.7047,Mexico,MX,MEX,México,minor,19018.0,1484490839
7329,Motul,Motul,21.1667,-89.4667,Mexico,MX,MEX,Yucatán,,21508.0,1484505595
7379,Peto,Peto,20.1256,-88.9214,Mexico,MX,MEX,Yucatán,,19821.0,1484013411
7382,Loreto,Loreto,26.0128,-111.3433,Mexico,MX,MEX,Baja California Sur,minor,20385.0,1484876942
7388,Ciudad Miguel Alemán,Ciudad Miguel Aleman,26.4003,-99.0253,Mexico,MX,MEX,Tamaulipas,minor,19998.0,1484636817
7396,Hidalgotitlán,Hidalgotitlan,17.7833,-94.6333,Mexico,MX,MEX,Veracruz,minor,19587.0,1484749313
7410,Zaragoza,Zaragoza,19.7728,-97.5567,Mexico,MX,MEX,Puebla,,16173.0,1484817172
7417,Zimatlán de Álvarez,Zimatlan de Alvarez,16.8667,-96.7833,Mexico,MX,MEX,Oaxaca,minor,19849.0,1484989287
7439,Mecayapan,Mecayapan,18.2167,-94.8333,Mexico,MX,MEX,Veracruz,minor,17312.0,1484664655
7448,Tepatlaxco,Tepatlaxco,19.0667,-97.9667,Mexico,MX,MEX,Puebla,minor,17472.0,1484624680
7474,Fortín de las Flores,Fortin de las Flores,18.9,-97.0,Mexico,MX,MEX,Veracruz,minor,18965.0,1484333240
7509,Acatlán de Osorio,Acatlan de Osorio,18.2086,-98.0575,Mexico,MX,MEX,Puebla,,18879.0,1484340141
7527,Ayutla de los Libres,Ayutla de los Libres,16.9,-99.2167,Mexico,MX,MEX,Guerrero,minor,15370.0,1484235149
7538,Tatahuicapan,Tatahuicapan,18.25,-94.7667,Mexico,MX,MEX,Veracruz,minor,15614.0,1484402622
7568,Pajapan,Pajapan,18.2667,-94.6833,Mexico,MX,MEX,Veracruz,minor,17480.0,1484768670
7579,Técpan de Galeana,Tecpan de Galeana,17.25,-100.6833,Mexico,MX,MEX,Guerrero,minor,14638.0,1484708548
7581,Chemax,Chemax,20.655,-87.9372,Mexico,MX,MEX,Yucatán,,14885.0,1484867017
7582,El Rosario,El Rosario,22.9922,-105.8572,Mexico,MX,MEX,Sinaloa,minor,16002.0,1484373649
7590,El Dorado,El Dorado,24.3228,-107.363,Mexico,MX,MEX,Sinaloa,,17365.0,1484719986
7594,Palau,Palau,27.9167,-101.4167,Mexico,MX,MEX,Coahuila de Zaragoza,,16133.0,1484142037
7663,Ciudad de Huitzuco,Ciudad de Huitzuco,18.3,-99.35,Mexico,MX,MEX,Guerrero,minor,16025.0,1484912284
7664,La Cruz,La Cruz,23.9214,-106.8919,Mexico,MX,MEX,Sinaloa,minor,15657.0,1484243519
7665,Tlaxcala,Tlaxcala,19.3191,-98.1998,Mexico,MX,MEX,Tlaxcala,admin,14692.0,1484359502
7668,Tecuala,Tecuala,22.4004,-105.46,Mexico,MX,MEX,Nayarit,minor,14921.0,1484955369
7673,Ciudad Guadalupe Victoria,Ciudad Guadalupe Victoria,24.4497,-104.1225,Mexico,MX,MEX,Durango,minor,16506.0,1484654052
7683,Santa Catarina Juquila,Santa Catarina Juquila,16.2364,-97.2919,Mexico,MX,MEX,Oaxaca,,15987.0,1484108848
7688,Santiago Tulantepec,Santiago Tulantepec,20.0397,-98.3575,Mexico,MX,MEX,Hidalgo,minor,16078.0,1484221851
7691,Rodolfo Sánchez Taboada,Rodolfo Sanchez Taboada,31.7958,-116.5911,Mexico,MX,MEX,Baja California,,15038.0,1484409365
7697,Ciudad Hidalgo,Ciudad Hidalgo,14.6792,-92.1497,Mexico,MX,MEX,Chiapas,minor,14606.0,1484360693
7698,Cárdenas,Cardenas,22.0103,-99.6522,Mexico,MX,MEX,San Luis Potosí,minor,15331.0,1484956696
7718,Tepoztlán,Tepoztlan,18.9853,-99.0997,Mexico,MX,MEX,Morelos,minor,14130.0,1484948191
7736,Apaxco de Ocampo,Apaxco de Ocampo,19.9733,-99.17,Mexico,MX,MEX,Hidalgo,minor,13836.0,1484505240
7741,Grajales,Grajales,19.25,-97.7833,Mexico,MX,MEX,Puebla,minor,14159.0,1484035729
7755,Puréparo de Echaíz,Pureparo de Echaiz,19.9,-102.0,Mexico,MX,MEX,Michoacán de Ocampo,,15255.0,1484222410
7762,Tlaltetela,Tlaltetela,19.3167,-96.9,Mexico,MX,MEX,Veracruz,minor,15818.0,1484184075
7768,La Crucecita,La Crucecita,15.7753,-96.1425,Mexico,MX,MEX,Oaxaca,,13044.0,1484030886
7775,Juchique de Ferrer,Juchique de Ferrer,19.8333,-96.7,Mexico,MX,MEX,Veracruz,minor,16360.0,1484992524
7779,Vicente Guerrero,Vicente Guerrero,23.75,-103.9833,Mexico,MX,MEX,Durango,minor,15982.0,1484862775
7795,Cerritos,Cerritos,22.4275,-100.2783,Mexico,MX,MEX,San Luis Potosí,minor,14804.0,1484001904
7801,Tingüindín,Tinguindin,19.7333,-102.483,Mexico,MX,MEX,Michoacán de Ocampo,,14532.0,1484737878
7802,Oteapan,Oteapan,18.0,-94.6667,Mexico,MX,MEX,Veracruz,minor,16222.0,1484584805
7805,Huixcolotla,Huixcolotla,18.9219,-97.7708,Mexico,MX,MEX,Puebla,minor,14810.0,1484332923
7806,Izamal,Izamal,20.9314,-89.0178,Mexico,MX,MEX,Yucatán,,15101.0,1484567751
7811,Coquimatlán,Coquimatlan,19.2038,-103.8086,Mexico,MX,MEX,Colima,minor,13358.0,1484193381
7824,Madera,Madera,29.19,-108.1414,Mexico,MX,MEX,Chihuahua,minor,15447.0,1484958144
7870,Guerrero Negro,Guerrero Negro,27.9589,-114.0561,Mexico,MX,MEX,Baja California,,14316.0,1484879768
7873,Santa Rosalía,Santa Rosalia,27.3389,-112.2669,Mexico,MX,MEX,Baja California Sur,minor,14160.0,1484950775
7874,Valparaíso,Valparaiso,22.7667,-103.5667,Mexico,MX,MEX,Zacatecas,minor,12919.0,1484885454
7899,Villa Unión,Villa Union,23.1883,-106.2158,Mexico,MX,MEX,Sinaloa,,13404.0,1484310975
7902,Huitzilan,Huitzilan,19.9667,-97.6833,Mexico,MX,MEX,Puebla,minor,15096.0,1484786185
7918,Guachochi,Guachochi,26.8194,-107.07,Mexico,MX,MEX,Chihuahua,minor,14513.0,1484533430
7920,Juan Aldama,Juan Aldama,24.291,-103.394,Mexico,MX,MEX,Zacatecas,minor,14162.0,1484898373
7923,Ezequiel Montes,Ezequiel Montes,20.6667,-99.8833,Mexico,MX,MEX,Querétaro,minor,14053.0,1484350732
7926,Balancán,Balancan,17.8,-91.53,Mexico,MX,MEX,Tabasco,minor,11895.0,1484783192
7931,Miahuatlán,Miahuatlan,18.2833,-97.2833,Mexico,MX,MEX,Puebla,minor,13159.0,1484451722
7954,Calkiní,Calkini,20.3667,-90.05,Mexico,MX,MEX,Campeche,minor,14934.0,1484329915
7970,Tempoal de Sánchez,Tempoal de Sanchez,21.5167,-98.3833,Mexico,MX,MEX,Veracruz,minor,12237.0,1484011037
7987,San Nicolás de los Ranchos,San Nicolas de los Ranchos,19.0667,-98.4833,Mexico,MX,MEX,Puebla,minor,11734.0,1484875886
7997,Vicente Guerrero,Vicente Guerrero,30.7264,-115.9903,Mexico,MX,MEX,Baja California,,12829.0,1484159343
8045,Santa Cruz Amilpas,Santa Cruz Amilpas,17.0667,-96.6833,Mexico,MX,MEX,Oaxaca,,12814.0,1484665188
8052,San Miguel Xoxtla,San Miguel Xoxtla,19.1833,-98.3,Mexico,MX,MEX,Puebla,,12341.0,1484989109
8056,Aldama,Aldama,22.9194,-98.0736,Mexico,MX,MEX,Tamaulipas,minor,13661.0,1484835121
8058,Mexicaltzingo,Mexicaltzingo,19.2092,-99.5858,Mexico,MX,MEX,México,minor,10161.0,1484468778
8075,Ángel R. Cabada,Angel R. Cabada,18.5969,-95.4453,Mexico,MX,MEX,Veracruz,minor,11689.0,1484667573
8083,Ascensión,Ascension,31.0928,-107.9964,Mexico,MX,MEX,Chihuahua,minor,13456.0,1484659928
8121,Sonoita,Sonoita,31.8614,-112.8544,Mexico,MX,MEX,Sonora,minor,12849.0,1484032951
8135,Anenecuilco,Anenecuilco,18.7781,-98.9861,Mexico,MX,MEX,Morelos,,10773.0,1484003918
8138,Santa María Jalapa del Marqués,Santa Maria Jalapa del Marques,16.4401,-95.4434,Mexico,MX,MEX,Oaxaca,minor,13148.0,1484628971
8142,El Fuerte,El Fuerte,26.4214,-108.62,Mexico,MX,MEX,Sinaloa,minor,12566.0,1484950387
8145,Isla Mujeres,Isla Mujeres,21.2084,-86.7115,Mexico,MX,MEX,Quintana Roo,minor,12491.0,1484856745
8147,La Magdalena Chichicaspa,La Magdalena Chichicaspa,19.4181,-99.3228,Mexico,MX,MEX,México,,12193.0,1484790302
8155,Santa María Huazolotitlán,Santa Maria Huazolotitlan,16.3014,-97.9125,Mexico,MX,MEX,Oaxaca,minor,11400.0,1484964628
8162,Cuencamé de Ceniceros,Cuencame de Ceniceros,24.8667,-103.7,Mexico,MX,MEX,Durango,minor,9848.0,1484919654
8169,San Isidro Buen Suceso,San Isidro Buen Suceso,19.1528,-98.1069,Mexico,MX,MEX,Tlaxcala,,7688.0,1484003997
8180,Saucillo,Saucillo,28.0333,-105.2833,Mexico,MX,MEX,Chihuahua,minor,11004.0,1484590798
8192,Dzitbalché,Dzitbalche,20.3167,-90.05,Mexico,MX,MEX,Campeche,,11686.0,1484603562
8201,Chiautla de Tapia,Chiautla de Tapia,18.3,-98.6039,Mexico,MX,MEX,Puebla,,11776.0,1484573116
8202,San Pedro Jicayán,San Pedro Jicayan,16.4167,-97.9833,Mexico,MX,MEX,Oaxaca,minor,12387.0,1484151830
8223,Jaltenango,Jaltenango,15.8725,-92.725,Mexico,MX,MEX,Chiapas,minor,10427.0,1484260963
8225,Tierra Colorada,Tierra Colorada,17.1656,-99.5264,Mexico,MX,MEX,Guerrero,minor,10502.0,1484516715
8232,Villa Unión,Villa Union,23.9667,-104.0333,Mexico,MX,MEX,Durango,minor,10753.0,1484796365
8236,Rayón,Rayon,19.1481,-99.58,Mexico,MX,MEX,México,minor,8590.0,1484649015
8249,Bacalar,Bacalar,18.6769,-88.3953,Mexico,MX,MEX,Quintana Roo,,11084.0,1484206678
8250,Muna,Muna,20.48,-89.72,Mexico,MX,MEX,Yucatán,,11469.0,1484692677
8260,San Pedro Ixcatlán,San Pedro Ixcatlan,18.15,-96.5,Mexico,MX,MEX,Oaxaca,,11653.0,1484497758
8264,Coalcomán de Vázquez Pallares,Coalcoman de Vazquez Pallares,18.7771,-103.1596,Mexico,MX,MEX,Michoacán de Ocampo,minor,10715.0,1484699271
8265,Nuevo Progreso,Nuevo Progreso,26.0561,-97.9522,Mexico,MX,MEX,Tamaulipas,,10178.0,1484755225
8279,Coacoatzintla,Coacoatzintla,19.65,-96.9333,Mexico,MX,MEX,Veracruz,minor,10482.0,1484309288
8290,Chichihualco,Chichihualco,17.655,-99.674,Mexico,MX,MEX,Guerrero,minor,10690.0,1484534707
8302,Altamirano,Altamirano,16.7361,-92.0389,Mexico,MX,MEX,Chiapas,minor,9200.0,1484175446
8304,Lerma,Lerma,19.8,-90.6,Mexico,MX,MEX,Campeche,,8281.0,1484035396
8308,Canatlán,Canatlan,24.52,-104.78,Mexico,MX,MEX,Durango,minor,10342.0,1484221814
8320,San Patricio,San Patricio,19.2,-104.6833,Mexico,MX,MEX,Jalisco,,7569.0,1484499776
8323,Las Veredas,Las Veredas,23.15,-109.7,Mexico,MX,MEX,Baja California Sur,,10478.0,1484096349
8324,González,Gonzalez,22.8281,-98.4306,Mexico,MX,MEX,Tamaulipas,minor,11212.0,1484835501
8339,San Luis de La Loma,San Luis de La Loma,17.2714,-100.8911,Mexico,MX,MEX,Guerrero,,11090.0,1484748421
8341,Akil,Akil,20.2656,-89.3478,Mexico,MX,MEX,Yucatán,,10176.0,1484515773
8361,Nuevo Ideal,Nuevo Ideal,24.8875,-105.0728,Mexico,MX,MEX,Durango,minor,10876.0,1484407989
8370,Platón Sánchez,Platon Sanchez,21.2833,-98.3667,Mexico,MX,MEX,Veracruz,minor,10009.0,1484193492
8380,Tlacotalpan,Tlacotalpan,18.6167,-95.6667,Mexico,MX,MEX,Veracruz,minor,8853.0,1484457323
8386,San Juanito,San Juanito,27.97,-107.6003,Mexico,MX,MEX,Chihuahua,,10535.0,1484053518
8389,Tixkokob,Tixkokob,21.0022,-89.3936,Mexico,MX,MEX,Yucatán,,10968.0,1484306905
8390,Santa Ana,Santa Ana,30.5406,-111.1205,Mexico,MX,MEX,Sonora,minor,10593.0,1484002576
8392,Acanceh,Acanceh,20.8133,-89.4524,Mexico,MX,MEX,Yucatán,minor,10968.0,1484170180
8398,Tetela del Volcán,Tetela del Volcan,18.8931,-98.7297,Mexico,MX,MEX,Morelos,minor,10199.0,1484343325
8405,Pajacuarán,Pajacuaran,20.1178,-102.5667,Mexico,MX,MEX,Michoacán de Ocampo,minor,10014.0,1484044014
8408,La Huacana,La Huacana,18.9625,-101.8069,Mexico,MX,MEX,Michoacán de Ocampo,minor,9374.0,1484078900
8416,San Ignacio Cohuirimpo,San Ignacio Cohuirimpo,27.05,-109.4167,Mexico,MX,MEX,Sonora,,10606.0,1484235510
8425,Cuatro Ciénegas de Carranza,Cuatro Cienegas de Carranza,26.9861,-102.0664,Mexico,MX,MEX,Coahuila de Zaragoza,minor,10309.0,1484012996
8432,Tacotalpa,Tacotalpa,17.5931,-92.8258,Mexico,MX,MEX,Tabasco,minor,8071.0,1484934308
8435,Candelaria,Candelaria,18.1844,-91.0461,Mexico,MX,MEX,Campeche,minor,9812.0,1484925669
8451,Tlahualilo de Zaragoza,Tlahualilo de Zaragoza,26.1167,-103.45,Mexico,MX,MEX,Durango,minor,9517.0,1484368402
8458,Ahuacatlán,Ahuacatlan,21.0536,-104.4869,Mexico,MX,MEX,Nayarit,minor,8819.0,1484972990
8476,Ciudad Tula,Ciudad Tula,23.0,-99.72,Mexico,MX,MEX,Tamaulipas,minor,10043.0,1484516323
8494,Cuapiaxtla de Madero,Cuapiaxtla de Madero,18.9167,-97.8167,Mexico,MX,MEX,Puebla,minor,10101.0,1484036948
8497,Tlalixtac de Cabrera,Tlalixtac de Cabrera,17.0667,-96.65,Mexico,MX,MEX,Oaxaca,minor,10208.0,1484878072
8501,Ayapango,Ayapango,19.1264,-98.8028,Mexico,MX,MEX,México,minor,8864.0,1484009067
8508,Xicoténcatl,Xicotencatl,22.9958,-98.9447,Mexico,MX,MEX,Tamaulipas,minor,9593.0,1484154416
8516,Choix,Choix,26.7061,-108.3219,Mexico,MX,MEX,Sinaloa,minor,9306.0,1484806011
8518,Tzucacab,Tzucacab,20.0708,-89.0506,Mexico,MX,MEX,Yucatán,,9967.0,1484877569
8519,Anáhuac,Anahuac,28.48,-106.7442,Mexico,MX,MEX,Chihuahua,,9952.0,1484106283
8523,San Gregorio Atzompa,San Gregorio Atzompa,19.0224,-98.3445,Mexico,MX,MEX,Puebla,minor,9671.0,1484057992
8524,Tekit,Tekit,20.5322,-89.3314,Mexico,MX,MEX,Yucatán,,9834.0,1484351882
8538,Amatlán de los Reyes,Amatlan de los Reyes,18.8457,-96.9149,Mexico,MX,MEX,Veracruz,minor,9123.0,1484683104
8547,San José el Viejo,San Jose el Viejo,23.1226,-109.712,Mexico,MX,MEX,Baja California Sur,,7222.0,1484016340
8567,Coahuitlán,Coahuitlan,20.2667,-97.7167,Mexico,MX,MEX,Veracruz,,8566.0,1484959001
8573,Higuera de Zaragoza,Higuera de Zaragoza,25.95,-109.2833,Mexico,MX,MEX,Sinaloa,,8976.0,1484471294
8577,Rafael Lucio,Rafael Lucio,19.5922,-96.9819,Mexico,MX,MEX,Veracruz,minor,8068.0,1484892055
8586,La Junta,La Junta,28.4778,-107.3317,Mexico,MX,MEX,Chihuahua,,8930.0,1484913185
8588,Cuauhtémoc,Cuauhtemoc,19.3281,-103.6028,Mexico,MX,MEX,Colima,minor,7513.0,1484009228
8601,Halachó,Halacho,20.4764,-90.0819,Mexico,MX,MEX,Yucatán,minor,9412.0,1484161200
8606,Concordia,Concordia,23.2883,-106.0675,Mexico,MX,MEX,Sinaloa,minor,8328.0,1484012803
8617,Zacapoaxtla,Zacapoaxtla,19.8833,-97.5833,Mexico,MX,MEX,Puebla,,8062.0,1484761233
8644,San Juan Ixcaquixtla,San Juan Ixcaquixtla,18.45,-97.8167,Mexico,MX,MEX,Puebla,,8752.0,1484614314
8647,Tataltepec de Valdés,Tataltepec de Valdes,16.3064,-97.5461,Mexico,MX,MEX,Oaxaca,minor,8869.0,1484294949
8651,Tepeojuma,Tepeojuma,18.7167,-98.45,Mexico,MX,MEX,Puebla,minor,8492.0,1484240728
8660,Cocorit,Cocorit,27.5833,-109.9667,Mexico,MX,MEX,Sonora,,7953.0,1484738451
8669,Ahumada,Ahumada,30.6186,-106.5122,Mexico,MX,MEX,Chihuahua,minor,8575.0,1484004336
8687,El Higo,El Higo,21.7667,-98.45,Mexico,MX,MEX,Veracruz,minor,7844.0,1484087998
8693,Guadalupe Yancuictlalpan,Guadalupe Yancuictlalpan,19.1831,-99.4583,Mexico,MX,MEX,Morelos,,6385.0,1484186132
8698,Kantunilkín,Kantunilkin,21.1,-87.4833,Mexico,MX,MEX,Quintana Roo,minor,7150.0,1484008816
8701,Ayotoxco de Guerrero,Ayotoxco de Guerrero,20.1,-97.4,Mexico,MX,MEX,Puebla,minor,8558.0,1484789379
8746,Buctzotz,Buctzotz,21.2017,-88.7928,Mexico,MX,MEX,Yucatán,,7515.0,1484723761
8763,San Francisco del Mar,San Francisco del Mar,16.3394,-94.515,Mexico,MX,MEX,Oaxaca,,7650.0,1484190269
8767,Bahía Kino,Bahia Kino,28.9833,-111.9333,Mexico,MX,MEX,Sonora,,6050.0,1484776218
8769,Altar,Altar,30.7136,-111.8353,Mexico,MX,MEX,Sonora,minor,7927.0,1484018181
8774,Tamazulapam Villa del Progreso,Tamazulapam Villa del Progreso,17.675,-97.5714,Mexico,MX,MEX,Oaxaca,,7707.0,1484013492
8787,Celestún,Celestun,20.8583,-90.4,Mexico,MX,MEX,Yucatán,minor,6269.0,1484819687
8788,Huiloapan,Huiloapan,18.8167,-97.15,Mexico,MX,MEX,Veracruz,minor,7221.0,1484217254
8790,Hopelchén,Hopelchen,19.7444,-89.8453,Mexico,MX,MEX,Campeche,minor,7295.0,1484431471
8841,Ojo Caliente,Ojo Caliente,21.8772,-102.6756,Mexico,MX,MEX,Aguascalientes,,6914.0,1484383643
8850,Temascal,Temascal,18.2394,-96.4031,Mexico,MX,MEX,Oaxaca,,6566.0,1484505986
8887,San Pedro Amuzgos,San Pedro Amuzgos,16.65,-98.1,Mexico,MX,MEX,Oaxaca,,6664.0,1484272000
8911,Temozon,Temozon,20.8042,-88.2028,Mexico,MX,MEX,Yucatán,,6553.0,1484009522
8931,Leona Vicario,Leona Vicario,20.9922,-87.2028,Mexico,MX,MEX,Quintana Roo,,6517.0,1484013873
8941,Bécal,Becal,20.4414,-90.0275,Mexico,MX,MEX,Campeche,,6511.0,1484400934
8960,Xochitlan Todos Santos,Xochitlan Todos Santos,18.7007,-97.7766,Mexico,MX,MEX,Puebla,,6336.0,1484837691
8961,San Antonino Castillo Velasco,San Antonino Castillo Velasco,16.8031,-96.6839,Mexico,MX,MEX,Oaxaca,minor,6009.0,1484401368
8988,Puerto San Carlos,Puerto San Carlos,24.7894,-112.1083,Mexico,MX,MEX,Baja California Sur,,5538.0,1484585914
8995,Tayoltita,Tayoltita,24.0833,-105.9333,Mexico,MX,MEX,Durango,minor,5124.0,1484925741
9000,Teabo,Teabo,20.3997,-89.2844,Mexico,MX,MEX,Yucatán,,6115.0,1484546249
9013,Piste,Piste,20.6981,-88.5886,Mexico,MX,MEX,Yucatán,,5528.0,1484346814
9017,Algodones,Algodones,32.7153,-114.7289,Mexico,MX,MEX,Baja California,,5474.0,1484797126
